"","year","age","gender","race","education"
"28946","1984","5. 55 - 64","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"28947","1984","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"28948","1984","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"28949","1984","5. 55 - 64","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"28950","1984","5. 55 - 64","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"28951","1984","3. 35 - 44","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"28952","1984","1. 17 - 24","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"28953","1984","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"28954","1984","3. 35 - 44","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"28955","1984","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"28956","1984","1. 17 - 24","2. Female","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"28957","1984","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"28958","1984","4. 45 - 54","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"28959","1984","1. 17 - 24","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"28960","1984","4. 45 - 54","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"28961","1984","7. 75 - 99 and over (except 1954)","1. Male","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"28962","1984","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"28963","1984","6. 65 - 74","2. Female","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"28964","1984","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"28965","1984","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"28966","1984","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"28967","1984","3. 35 - 44","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"28968","1984","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"28969","1984","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"28970","1984","3. 35 - 44","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"28971","1984","4. 45 - 54","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"28972","1984","5. 55 - 64","1. Male","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"28973","1984","6. 65 - 74","2. Female","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"28974","1984","5. 55 - 64","2. Female","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"28975","1984","3. 35 - 44","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"28976","1984","1. 17 - 24","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"28977","1984","2. 25 - 34","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"28978","1984","2. 25 - 34","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"28979","1984","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"28980","1984","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"28981","1984","4. 45 - 54","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"28982","1984","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"28983","1984","1. 17 - 24","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"28984","1984","4. 45 - 54","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"28985","1984","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"28986","1984","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"28987","1984","1. 17 - 24","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"28988","1984","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"28989","1984","1. 17 - 24","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"28990","1984","2. 25 - 34","1. Male","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"28991","1984","3. 35 - 44","2. Female","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"28992","1984","6. 65 - 74","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"28993","1984","2. 25 - 34","1. Male","3. Hispanic","4. College or advanced degree (no cases 1948)"
"28994","1984","2. 25 - 34","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"28995","1984","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"28996","1984","3. 35 - 44","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"28997","1984","2. 25 - 34","1. Male","3. Hispanic","3. Some college (13 grades or more but no degree;"
"28998","1984","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"28999","1984","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29000","1984","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29001","1984","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29002","1984","1. 17 - 24","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29003","1984","4. 45 - 54","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29004","1984","5. 55 - 64","2. Female","3. Hispanic","1. Grade school or less (0-8 grades)"
"29005","1984","1. 17 - 24","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29006","1984","1. 17 - 24","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29007","1984","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29008","1984","6. 65 - 74","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29009","1984","1. 17 - 24","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29010","1984","3. 35 - 44","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29011","1984","4. 45 - 54","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29012","1984","1. 17 - 24","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29013","1984","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29014","1984","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29015","1984","1. 17 - 24","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29016","1984","2. 25 - 34","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29017","1984","2. 25 - 34","2. Female","4. Other or multiple races, non-Hispanic","4. College or advanced degree (no cases 1948)"
"29018","1984","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29019","1984","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29020","1984","2. 25 - 34","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29021","1984","1. 17 - 24","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29022","1984","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29023","1984","3. 35 - 44","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29024","1984","5. 55 - 64","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29025","1984","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29026","1984","3. 35 - 44","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29027","1984","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29028","1984","4. 45 - 54","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29029","1984","3. 35 - 44","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29030","1984","3. 35 - 44","2. Female","2. Black non-Hispanic","4. College or advanced degree (no cases 1948)"
"29031","1984","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29032","1984","5. 55 - 64","2. Female","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"29033","1984","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29034","1984","1. 17 - 24","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29035","1984","3. 35 - 44","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29036","1984","3. 35 - 44","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29037","1984","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29038","1984","1. 17 - 24","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29039","1984","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29040","1984","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29041","1984","3. 35 - 44","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29042","1984","5. 55 - 64","2. Female","3. Hispanic","3. Some college (13 grades or more but no degree;"
"29043","1984","4. 45 - 54","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29044","1984","1. 17 - 24","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29045","1984","1. 17 - 24","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29046","1984","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29047","1984","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29048","1984","4. 45 - 54","1. Male","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"29049","1984","5. 55 - 64","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29050","1984","2. 25 - 34","1. Male","3. Hispanic","4. College or advanced degree (no cases 1948)"
"29051","1984","3. 35 - 44","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29052","1984","3. 35 - 44","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29053","1984","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29054","1984","4. 45 - 54","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29055","1984","4. 45 - 54","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29056","1984","3. 35 - 44","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29057","1984","3. 35 - 44","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29058","1984","1. 17 - 24","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29060","1984","4. 45 - 54","1. Male","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29061","1984","2. 25 - 34","2. Female","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29062","1984","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29063","1984","3. 35 - 44","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29064","1984","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29065","1984","1. 17 - 24","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29066","1984","3. 35 - 44","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29067","1984","4. 45 - 54","2. Female","4. Other or multiple races, non-Hispanic","4. College or advanced degree (no cases 1948)"
"29068","1984","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29069","1984","5. 55 - 64","2. Female","4. Other or multiple races, non-Hispanic","1. Grade school or less (0-8 grades)"
"29070","1984","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29071","1984","3. 35 - 44","2. Female","4. Other or multiple races, non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29072","1984","2. 25 - 34","1. Male","4. Other or multiple races, non-Hispanic","3. Some college (13 grades or more but no degree;"
"29073","1984","3. 35 - 44","1. Male","2. Black non-Hispanic","4. College or advanced degree (no cases 1948)"
"29074","1984","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29075","1984","3. 35 - 44","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29076","1984","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29077","1984","7. 75 - 99 and over (except 1954)","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29078","1984","4. 45 - 54","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29079","1984","4. 45 - 54","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29080","1984","3. 35 - 44","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29081","1984","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29082","1984","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29084","1984","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29085","1984","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29086","1984","4. 45 - 54","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29087","1984","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29088","1984","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29089","1984","3. 35 - 44","2. Female","2. Black non-Hispanic","4. College or advanced degree (no cases 1948)"
"29090","1984","1. 17 - 24","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29091","1984","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29092","1984","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29093","1984","5. 55 - 64","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29094","1984","6. 65 - 74","1. Male","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29095","1984","1. 17 - 24","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29096","1984","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29097","1984","3. 35 - 44","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29098","1984","3. 35 - 44","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29099","1984","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29100","1984","3. 35 - 44","1. Male","3. Hispanic","1. Grade school or less (0-8 grades)"
"29101","1984","2. 25 - 34","2. Female","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"29102","1984","2. 25 - 34","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29103","1984","2. 25 - 34","1. Male","4. Other or multiple races, non-Hispanic","4. College or advanced degree (no cases 1948)"
"29104","1984","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29105","1984","6. 65 - 74","1. Male","3. Hispanic","3. Some college (13 grades or more but no degree;"
"29106","1984","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29107","1984","2. 25 - 34","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29108","1984","4. 45 - 54","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29109","1984","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29110","1984","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29111","1984","5. 55 - 64","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29112","1984","2. 25 - 34","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29113","1984","3. 35 - 44","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29114","1984","4. 45 - 54","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29115","1984","3. 35 - 44","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29116","1984","2. 25 - 34","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29117","1984","5. 55 - 64","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29118","1984","1. 17 - 24","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29119","1984","2. 25 - 34","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29120","1984","2. 25 - 34","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29121","1984","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29122","1984","3. 35 - 44","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29123","1984","2. 25 - 34","1. Male","3. Hispanic","3. Some college (13 grades or more but no degree;"
"29124","1984","3. 35 - 44","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29126","1984","6. 65 - 74","2. Female","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"29127","1984","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29128","1984","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29129","1984","1. 17 - 24","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29130","1984","2. 25 - 34","2. Female","3. Hispanic","3. Some college (13 grades or more but no degree;"
"29131","1984","1. 17 - 24","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29132","1984","5. 55 - 64","2. Female","4. Other or multiple races, non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29133","1984","1. 17 - 24","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29134","1984","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29135","1984","3. 35 - 44","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29136","1984","2. 25 - 34","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29137","1984","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29138","1984","2. 25 - 34","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29139","1984","3. 35 - 44","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29140","1984","1. 17 - 24","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29141","1984","4. 45 - 54","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29142","1984","1. 17 - 24","2. Female","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29143","1984","2. 25 - 34","1. Male","3. Hispanic","3. Some college (13 grades or more but no degree;"
"29144","1984","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29145","1984","3. 35 - 44","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29146","1984","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29147","1984","3. 35 - 44","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29148","1984","2. 25 - 34","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29149","1984","2. 25 - 34","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29150","1984","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29151","1984","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29152","1984","3. 35 - 44","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29153","1984","6. 65 - 74","1. Male","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"29154","1984","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29155","1984","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29156","1984","4. 45 - 54","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29157","1984","1. 17 - 24","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29158","1984","2. 25 - 34","1. Male","4. Other or multiple races, non-Hispanic","4. College or advanced degree (no cases 1948)"
"29159","1984","1. 17 - 24","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29160","1984","1. 17 - 24","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29161","1984","1. 17 - 24","1. Male","3. Hispanic","3. Some college (13 grades or more but no degree;"
"29162","1984","2. 25 - 34","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29163","1984","1. 17 - 24","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29164","1984","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29165","1984","5. 55 - 64","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29166","1984","1. 17 - 24","1. Male","4. Other or multiple races, non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29167","1984","3. 35 - 44","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29168","1984","2. 25 - 34","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29169","1984","4. 45 - 54","2. Female","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"29170","1984","4. 45 - 54","1. Male","2. Black non-Hispanic","3. Some college (13 grades or more but no degree;"
"29171","1984","1. 17 - 24","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29172","1984","4. 45 - 54","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29173","1984","6. 65 - 74","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29174","1984","5. 55 - 64","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29175","1984","7. 75 - 99 and over (except 1954)","1. Male","2. Black non-Hispanic","1. Grade school or less (0-8 grades)"
"29176","1984","5. 55 - 64","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29177","1984","3. 35 - 44","1. Male","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"29178","1984","2. 25 - 34","1. Male","4. Other or multiple races, non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29179","1984","2. 25 - 34","2. Female","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29180","1984","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29181","1984","7. 75 - 99 and over (except 1954)","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29182","1984","2. 25 - 34","2. Female","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29183","1984","3. 35 - 44","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29184","1984","2. 25 - 34","1. Male","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29185","1984","1. 17 - 24","1. Male","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29186","1984","2. 25 - 34","2. Female","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29187","1984","4. 45 - 54","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29188","1984","6. 65 - 74","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29189","1984","1. 17 - 24","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29190","1984","4. 45 - 54","1. Male","2. Black non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29191","1984","3. 35 - 44","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29192","1984","3. 35 - 44","2. Female","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29193","1984","4. 45 - 54","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29194","1984","3. 35 - 44","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29195","1984","3. 35 - 44","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29196","1984","5. 55 - 64","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29197","1984","3. 35 - 44","2. Female","1. White non-Hispanic","1. Grade school or less (0-8 grades)"
"29198","1984","4. 45 - 54","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29199","1984","2. 25 - 34","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29200","1984","1. 17 - 24","2. Female","3. Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29201","1984","2. 25 - 34","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29202","1984","6. 65 - 74","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29203","1984","5. 55 - 64","1. Male","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29204","1984","4. 45 - 54","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29205","1984","1. 17 - 24","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29206","1984","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29207","1984","4. 45 - 54","1. Male","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29208","1984","3. 35 - 44","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29209","1984","3. 35 - 44","1. Male","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29210","1984","2. 25 - 34","2. Female","1. White non-Hispanic","2. High school (12 grades or fewer, incl. non-college"
"29211","1984","4. 45 - 54","2. Female","1. White non-Hispanic","3. Some college (13 grades or more but no degree;"
"29212","1984","7. 75 - 99 and over (except 1954)","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
"29213","1984","5. 55 - 64","2. Female","1. White non-Hispanic","4. College or advanced degree (no cases 1948)"
